position,league,age,matches,starts,minutes,goals,annual_wage,non_penalty_goals,shots_total,assists,shot_creating_actions,passes_attempted,pass_completion,progressive_passes,progressive_carries,successful_take_ons,touches_att_pen,progressive_passes_rec,tackles,interceptions,blocks,clearances,aerials_won,penalty_play
DF,La Liga,27.0,4,4,360,0,6670000.0,0.0,0.29,0.0,0.43,44.86,0.863,1.0,0.0,0.14,0.57,0.0,1.57,1.43,2.29,5.71,1.43,-0.1817345838594364
FW,La Liga,23.0,14,6,616,0,800000.0,0.31,2.36,0.31,2.98,25.29,0.776,2.2,1.73,1.73,2.83,7.23,1.1,0.63,0.63,0.63,0.79,-0.1817345838594364
FW,Serie A,26.0,22,8,871,6,3210000.0,0.73,2.99,0.08,2.42,18.42,0.789,2.75,0.97,0.89,4.04,4.04,0.48,0.08,0.4,0.97,1.94,-0.1817345838594364
MF,La Liga,38.0,30,17,1590,2,21880000.0,0.08,1.15,0.24,5.27,87.22,0.868,10.23,2.97,0.95,2.42,4.84,1.23,0.99,0.56,0.67,0.59,-0.1817345838594364
FW,La Liga,19.0,114,40,455,30,1030000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Bundesliga,25.0,20,3,536,1,500000.0,0.17,2.18,0.17,3.36,30.06,0.598,2.85,1.85,2.01,4.03,6.21,1.51,0.34,1.18,0.34,0.84,-0.1817345838594364
DF,Bundesliga,27.0,25,16,1436,1,6600000.0,0.05,0.3,0.0,0.8,67.75,0.908,4.66,0.75,0.0,0.35,0.5,1.05,0.9,1.5,4.56,1.0,-0.1817345838594364
DF,Bundesliga,31.0,26,22,1847,1,390000.0,0.04,0.4,0.0,0.97,50.85,0.797,3.55,0.61,0.24,0.69,1.33,2.3,1.86,1.45,2.78,1.61,-0.1817345838594364
FW,Bundesliga,25.0,3,0,42,1,2000000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"MF,DF",Premier League,31.0,17,2,323,2,604232.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Premier League,28.0,12,12,959,0,9063481.0,0.0,0.37,0.07,2.12,61.37,0.822,4.47,0.95,0.66,1.17,2.93,1.32,0.66,1.46,2.93,1.03,-0.1817345838594364
DF,Premier League,22.0,12,11,917,0,906348.0,0.0,0.96,0.0,1.64,63.56,0.797,2.88,1.37,0.41,1.51,6.16,3.29,0.96,2.19,2.05,1.23,-0.1817345838594364
"FW,MF",Premier League,23.0,23,21,1809,5,1963754.0,0.25,1.69,0.15,1.84,21.54,0.667,1.69,2.64,0.9,4.38,4.88,0.95,0.15,0.65,1.64,2.49,-0.1817345838594364
"FW,MF",La Liga,22.0,14,2,285,0,400000.0,0.38,1.91,0.19,3.45,35.04,0.743,6.32,2.68,1.34,1.72,10.34,0.77,0.0,1.34,0.38,0.77,-0.1817345838594364
FW,La Liga,31.0,30,21,1766,6,600000.0,0.32,2.48,0.0,1.74,27.66,0.63,2.16,1.26,0.53,3.43,4.37,1.11,0.53,0.63,1.11,2.48,-0.1817345838594364
MF,Ligue 1,24.0,20,3,454,0,260000.0,0.0,1.78,0.16,2.43,35.29,0.711,5.02,1.62,0.97,1.46,1.78,3.08,1.13,2.1,1.78,1.78,-0.1817345838594364
FW,Serie A,27.0,32,15,1535,3,2780000.0,0.05,1.66,0.16,2.59,20.7,0.823,1.71,1.4,0.93,5.07,8.02,0.52,0.05,0.52,1.14,3.05,0.4216341450330366
FW,Serie A,29.0,12,5,602,4,640000.0,0.28,2.76,0.14,2.48,17.53,0.646,1.52,1.52,0.69,5.25,4.83,0.41,0.14,0.83,0.97,2.9,1.6283716028179829
DF,Premier League,26.0,8,4,400,1,906348.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Bundesliga,27.0,27,19,1786,1,800000.0,0.05,0.64,0.05,1.97,42.52,0.741,3.29,2.7,1.08,0.93,3.88,3.0,0.88,1.03,2.06,0.49,-0.1817345838594364
DF,Premier League,24.0,33,21,1923,1,1208464.0,0.05,0.33,0.09,1.45,33.44,0.656,1.91,0.79,0.51,1.07,4.11,2.2,0.89,0.7,3.27,0.61,-0.1817345838594364
"FW,MF",Ligue 1,22.0,28,18,1613,7,120000.0,0.37,2.08,0.21,4.9,45.75,0.775,5.01,2.56,1.54,4.47,7.78,2.02,0.48,1.12,0.16,0.21,-0.1817345838594364
MF,Ligue 1,25.0,31,25,1930,6,300000.0,0.27,1.88,0.09,3.14,37.32,0.814,3.54,1.48,0.72,3.4,5.56,2.37,1.3,0.99,0.81,1.48,0.4216341450330366
MF,Premier League,28.0,913,61,679,1,3323277.0,0.11,0.97,0.11,3.01,69.89,0.874,3.98,0.54,0.32,1.18,1.29,1.83,0.22,0.97,0.86,0.22,-0.1817345838594364
"MF,DF",Bundesliga,40.0,8,2,218,0,1400000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
FW,Ligue 1,19.0,16,4,537,3,1000000.0,0.5,1.51,0.0,3.02,28.99,0.803,1.68,3.85,1.34,3.35,9.05,0.84,0.84,0.5,1.51,0.0,-0.1817345838594364
DF,Serie A,22.0,21,19,1619,0,1030000.0,0.0,0.34,0.04,1.09,65.55,0.925,4.38,0.64,0.3,0.64,0.0,1.83,0.75,1.24,3.44,1.83,-0.1817345838594364
DF,Premier League,21.0,26,19,1724,0,2719044.0,0.0,0.73,0.31,2.75,73.74,0.864,4.47,4.11,0.88,2.55,7.02,2.81,0.88,1.46,2.23,0.42,-0.1817345838594364
"FW,MF",Ligue 1,28.0,20,4,551,2,760000.0,0.27,2.54,0.4,3.35,23.04,0.616,1.74,3.75,2.54,6.03,10.85,1.21,0.67,0.4,0.13,1.61,-0.1817345838594364
DF,Ligue 1,34.0,1,0,7,0,450000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",La Liga,30.0,2,0,18,0,500000.0,0.31,2.72,0.09,1.75,16.25,0.66,1.49,1.23,0.7,4.47,5.74,0.35,0.09,0.79,1.09,2.45,-0.1817345838594364
"FW,MF",Ligue 1,22.0,8,0,101,0,120000.0,0.38,2.14,0.5,4.28,33.48,0.786,3.78,3.02,1.76,5.41,8.94,1.64,0.25,0.76,0.25,0.25,-0.1817345838594364
FW,Premier League,24.0,5,2,199,0,3625393.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
MF,Bundesliga,23.0,22,18,1561,1,1920000.0,0.06,1.45,0.0,3.29,40.64,0.853,4.1,2.77,2.25,1.85,3.24,2.66,0.98,1.45,0.92,1.16,-0.1817345838594364
MF,La Liga,25.0,33,15,1497,0,1310000.0,0.0,0.59,0.05,2.32,42.22,0.822,5.51,1.46,1.24,1.14,1.73,2.59,1.14,0.76,1.24,0.86,-0.1817345838594364
"MF,DF",La Liga,23.0,26,20,1775,0,1000000.0,0.0,0.42,0.21,2.28,44.98,0.762,3.63,1.94,0.59,1.05,3.5,2.66,0.89,1.18,3.08,0.46,-0.1817345838594364
MF,La Liga,32.0,13,1,219,0,1200000.0,0.0,1.67,0.0,2.14,51.07,0.841,7.14,1.43,0.36,1.9,4.88,2.38,0.36,0.6,1.07,1.19,-0.1817345838594364
"MF,DF",Premier League,28.0,29,27,2441,2,10876178.0,0.13,0.57,0.0,1.8,83.97,0.936,5.39,1.67,0.08,1.05,1.35,1.56,0.73,0.92,2.37,0.89,-0.1817345838594364
DF,Bundesliga,33.0,27,23,2047,1,480000.0,0.03,0.4,0.0,0.77,51.99,0.868,3.39,0.4,0.07,0.6,0.17,1.55,1.08,0.91,3.46,2.02,-0.1817345838594364
DF,Serie A,30.0,23,19,1651,0,3150000.0,0.0,0.32,0.08,1.61,54.64,0.845,3.66,4.02,0.76,1.13,5.3,1.45,0.72,1.33,1.93,0.24,-0.1817345838594364
MF,Serie A,26.0,35,33,2918,1,6110000.0,0.03,0.72,0.14,2.42,58.32,0.852,6.61,0.61,0.36,0.78,1.0,2.05,0.72,1.31,2.0,0.83,-0.1817345838594364
DF,Serie A,24.0,6,3,291,0,3330000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,La Liga,33.0,3,3,225,0,2400000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
FW,La Liga,28.0,23,6,667,3,630000.0,0.28,2.52,0.14,1.82,29.3,0.742,1.4,1.26,1.4,5.89,9.67,1.26,0.14,0.7,0.98,0.98,0.4216341450330366
DF,Premier League,25.0,20,19,1692,0,10574062.0,0.0,0.43,0.11,1.76,60.37,0.865,2.55,1.6,0.16,1.44,3.62,2.98,1.12,1.91,2.29,1.06,-0.1817345838594364
DF,Premier League,23.0,24,22,1946,0,3021160.0,0.0,0.25,0.04,1.02,60.32,0.869,3.01,0.64,0.42,0.59,0.25,1.23,0.85,1.02,4.02,1.52,-0.1817345838594364
MF,La Liga,27.0,25,23,1890,2,3030000.0,0.11,0.95,0.08,2.67,57.66,0.824,6.13,1.03,0.38,1.07,0.95,2.29,0.91,1.18,1.22,0.5,-0.1817345838594364
MF,Bundesliga,30.0,25,23,1961,4,7500000.0,0.13,1.79,0.27,2.89,41.79,0.802,4.42,1.73,0.47,2.52,3.26,1.63,0.6,1.3,1.79,0.27,0.4216341450330366
FW,Serie A,26.0,1,0,8,0,220000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Ligue 1,28.0,18,12,1023,4,14550000.0,0.28,2.38,0.28,3.72,49.84,0.821,5.33,2.73,1.26,2.52,7.01,0.98,0.28,0.7,0.14,0.21,-0.1817345838594364
MF,Serie A,24.0,34,22,2144,4,460000.0,0.17,1.26,0.08,1.72,31.99,0.787,2.81,1.89,0.84,2.18,3.82,1.09,0.42,0.92,1.51,0.8,-0.1817345838594364
DF,Bundesliga,26.0,25,25,2197,1,720000.0,0.0,0.28,0.0,0.24,46.36,0.856,2.72,0.28,0.2,0.16,0.08,2.24,1.5,1.85,5.35,1.46,-0.1817345838594364
"FW,MF",Serie A,35.0,5,3,155,0,1500000.0,,,,,,0.0,,,,,,,,,,,0.1102947928615624
"FW,MF",Bundesliga,34.0,26,18,1601,6,7000000.0,0.26,2.15,0.35,3.6,37.49,0.813,3.47,1.71,0.48,4.08,4.74,2.11,0.4,1.05,1.1,0.61,-0.1817345838594364
"FW,MF",Bundesliga,26.0,20,7,717,1,800000.0,0.21,4.56,0.1,3.84,35.77,0.649,3.84,2.38,2.18,4.67,6.74,1.24,0.31,1.24,0.31,0.52,-0.1817345838594364
DF,La Liga,32.0,20,17,1247,1,2900000.0,0.05,0.73,0.16,3.07,54.93,0.739,3.86,1.93,0.89,0.57,3.18,1.98,0.36,0.89,1.51,0.89,-0.1817345838594364
DF,La Liga,33.0,5,3,252,0,6250000.0,0.0,0.72,0.0,1.73,73.9,0.856,4.74,2.88,0.58,1.58,7.91,1.44,1.01,0.86,2.3,1.44,-0.1817345838594364
"MF,DF",La Liga,29.0,35,27,2385,6,8330000.0,0.18,0.95,0.12,2.05,43.06,0.803,3.86,2.46,0.42,2.82,6.38,1.39,0.5,1.28,1.19,0.47,-0.1817345838594364
DF,Premier League,27.0,30,25,2159,4,3021160.0,0.15,0.54,0.19,1.65,54.18,0.788,5.04,1.15,0.42,0.69,0.12,1.96,1.46,1.85,4.43,1.35,-0.1817345838594364
"DF,FW",Ligue 1,27.0,27,17,1391,1,720000.0,0.06,0.53,0.0,1.99,38.64,0.733,3.4,2.05,0.76,0.82,4.28,2.87,1.35,1.17,2.35,1.41,-0.1817345838594364
DF,Serie A,23.0,26,16,1581,0,310000.0,0.0,0.17,0.11,1.31,41.16,0.77,1.76,2.39,0.63,1.08,5.07,1.94,0.57,1.08,2.73,0.51,-0.1817345838594364
FW,Premier League,26.0,32,26,2255,7,18126963.0,0.2,2.48,0.13,3.56,30.25,0.764,3.12,3.83,2.05,5.07,7.69,0.74,0.17,0.6,0.74,0.6,1.0250028739255097
FW,Premier League,25.0,29,24,2060,3,2114812.0,0.13,2.23,0.17,4.06,38.88,0.708,3.58,3.36,1.92,3.98,7.38,2.18,0.22,1.31,1.0,0.57,-0.1817345838594364
FW,Serie A,26.0,33,32,2507,13,7690000.0,0.4,2.56,0.23,2.88,21.84,0.718,1.67,2.48,1.33,5.73,6.45,0.78,0.14,0.81,0.63,2.36,-0.1817345838594364
DF,La Liga,27.0,6,3,310,0,4380000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
FW,La Liga,30.0,7,2,226,0,5210000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Serie A,26.0,35,35,3129,0,2500000.0,0.0,0.39,0.0,0.89,52.12,0.844,3.82,1.27,0.41,0.68,0.12,1.16,1.36,1.07,3.55,1.66,-0.1817345838594364
MF,Bundesliga,31.0,30,23,2068,3,3500000.0,0.13,0.63,0.08,3.29,57.78,0.79,5.09,1.04,0.92,1.83,5.38,2.04,0.5,0.92,0.46,0.25,-0.1817345838594364
DF,La Liga,28.0,29,28,2446,0,8330000.0,0.02,0.6,0.05,1.42,71.69,0.858,5.89,1.22,0.52,0.84,1.96,1.37,0.97,0.89,3.4,1.49,-0.1817345838594364
MF,Premier League,30.0,34,33,2878,4,2719044.0,0.12,1.45,0.03,1.45,45.41,0.861,2.32,0.96,0.75,1.54,1.48,2.65,1.24,1.06,1.96,1.09,-0.1817345838594364
"FW,MF",Serie A,29.0,32,21,1871,5,1850000.0,0.26,1.64,0.22,2.69,46.44,0.842,5.12,2.13,0.64,2.39,3.55,1.08,0.71,1.35,1.46,1.57,0.4216341450330366
"DF,FW",Bundesliga,31.0,30,15,1351,1,2100000.0,0.07,1.56,0.26,3.58,45.36,0.711,3.91,2.67,1.24,3.58,7.49,0.98,0.65,0.98,1.3,1.63,-0.1817345838594364
DF,Bundesliga,28.0,22,12,1166,0,3300000.0,0.0,0.69,0.06,2.87,62.45,0.758,4.59,2.98,0.75,1.78,6.72,2.01,0.75,1.21,1.95,0.52,-0.1817345838594364
"FW,MF",Bundesliga,32.0,11,3,373,0,1800000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
FW,Serie A,35.0,26,4,746,3,3850000.0,0.55,2.2,0.24,2.12,27.35,0.739,2.04,1.18,0.24,4.32,9.04,0.71,0.47,0.79,0.63,0.71,-0.1817345838594364
FW,Serie A,23.0,1,0,10,0,190000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Bundesliga,29.0,16,5,595,0,750000.0,0.0,0.76,0.0,1.97,62.17,0.686,5.14,2.27,0.45,0.0,4.08,1.66,1.51,1.36,1.82,1.21,-0.1817345838594364
MF,Ligue 1,27.0,26,24,2083,4,720000.0,0.15,1.77,0.12,1.38,23.56,0.726,2.96,0.69,0.31,3.0,3.27,2.23,0.58,1.0,1.31,1.65,-0.1817345838594364
"MF,DF",Serie A,33.0,30,29,2599,0,1850000.0,0.0,0.47,0.12,1.62,57.99,0.834,5.64,0.75,0.16,0.12,0.75,2.56,1.29,1.29,1.69,1.2,-0.1817345838594364
DF,Serie A,26.0,30,29,2509,1,280000.0,0.03,0.33,0.0,0.4,42.56,0.803,2.75,0.64,0.1,0.57,0.33,1.21,1.0,1.17,4.42,1.98,-0.1817345838594364
MF,Serie A,26.0,1512,125,1574,0,850000.0,0.0,0.31,0.0,1.34,40.74,0.829,4.03,0.57,0.57,0.1,0.62,1.6,0.72,0.72,2.22,0.62,-0.1817345838594364
FW,Ligue 1,23.0,32,20,1778,4,640000.0,0.2,3.07,0.2,2.72,21.82,0.71,1.73,1.19,0.94,4.85,5.89,1.19,0.35,0.94,1.43,2.82,-0.1817345838594364
"FW,MF",Ligue 1,27.0,23,18,1437,7,3000000.0,0.39,2.2,0.15,3.27,31.29,0.807,3.81,1.9,0.78,5.52,6.25,1.07,0.44,1.32,0.83,1.81,-0.1817345838594364
DF,La Liga,28.0,26,26,2169,0,700000.0,0.0,0.32,0.04,0.78,39.72,0.785,2.17,0.85,0.04,0.46,0.89,1.39,1.07,1.03,4.48,1.67,-0.1817345838594364
MF,Premier League,25.0,34,34,3001,8,14501570.0,0.18,2.11,0.21,5.47,56.51,0.847,9.08,2.6,1.22,4.34,5.61,1.4,0.48,0.67,0.14,0.11,1.0250028739255097
MF,Serie A,25.0,27,19,1616,2,900000.0,0.11,2.01,0.11,2.67,27.4,0.756,3.56,2.45,1.23,1.28,3.34,2.45,0.84,1.28,1.06,1.06,-0.1817345838594364
MF,La Liga,25.0,31,29,2654,4,3000000.0,0.1,0.73,0.05,1.85,53.57,0.865,5.28,1.14,0.46,1.17,0.9,1.7,1.14,1.14,1.73,1.46,-0.1817345838594364
MF,Premier League,30.0,13,13,1130,0,1812696.0,0.0,0.4,0.0,1.04,33.69,0.842,2.87,0.08,0.24,0.24,0.4,3.19,0.88,1.83,0.88,0.32,-0.1817345838594364
FW,Serie A,22.0,20,6,523,1,260000.0,0.17,1.55,0.0,2.58,19.27,0.714,1.72,0.86,0.52,4.13,7.57,1.03,0.17,1.55,0.0,2.75,-0.1817345838594364
FW,Bundesliga,30.0,33,32,2696,12,2260000.0,0.23,2.55,0.26,3.49,31.31,0.601,2.84,0.55,0.42,3.59,4.88,0.26,0.1,0.16,0.84,0.65,3.127138437323927
DF,Bundesliga,28.0,24,17,1566,0,2000000.0,0.0,0.69,0.0,0.86,55.54,0.846,2.01,0.11,0.11,0.98,0.23,1.44,0.92,1.49,5.0,2.13,-0.1817345838594364
MF,Bundesliga,26.0,20,19,1482,3,290000.0,0.19,1.4,0.13,3.18,35.89,0.766,2.86,1.59,0.57,2.54,4.57,1.78,2.03,1.33,0.95,0.83,-0.1817345838594364
"FW,MF",Bundesliga,24.0,31,18,1513,3,780000.0,0.18,1.61,0.18,1.73,25.71,0.691,2.45,1.67,0.6,3.82,4.29,1.13,0.72,1.67,1.25,3.58,-0.1817345838594364
"MF,DF",Ligue 1,23.0,31,22,2048,1,140000.0,0.04,0.66,0.04,1.76,47.64,0.776,3.03,2.02,1.14,1.14,3.56,3.03,1.76,1.71,2.81,1.8,-0.1817345838594364
"DF,FW",Bundesliga,28.0,2,0,32,0,700000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",La Liga,22.0,32,29,2572,8,1500000.0,0.22,3.19,0.22,3.81,35.57,0.745,3.05,4.53,2.47,4.28,8.27,0.36,0.15,0.33,0.15,0.18,1.317032250646508
DF,Premier League,27.0,9,9,688,0,4259198.0,0.0,0.39,0.0,0.77,27.89,0.653,1.94,0.0,0.13,0.39,0.13,1.42,1.29,1.42,5.04,1.16,-0.1817345838594364
"FW,MF",Premier League,25.0,14,5,516,1,15105802.0,0.15,1.33,0.0,2.97,38.11,0.821,3.56,1.78,0.59,3.26,5.78,3.56,1.04,0.89,0.44,0.89,-0.1817345838594364
DF,Ligue 1,31.0,18,7,741,0,600000.0,0.0,0.64,0.08,1.04,51.42,0.833,4.25,1.6,0.08,1.28,2.65,0.88,1.52,1.12,3.37,1.6,-0.1817345838594364
DF,Bundesliga,25.0,26,21,1698,1,500000.0,0.06,0.56,0.0,1.12,54.74,0.759,3.47,0.62,0.06,0.73,0.28,1.96,1.18,1.51,4.7,2.8,-0.1817345838594364
MF,Premier League,30.0,29,16,1550,1,9063481.0,0.04,1.26,0.0,3.1,85.33,0.936,5.25,2.34,1.08,1.12,2.43,1.93,0.67,1.21,0.58,0.22,-0.1817345838594364
FW,Serie A,25.0,28,25,2126,7,2310000.0,0.25,2.41,0.08,1.1,17.02,0.637,0.72,0.72,0.47,3.81,4.66,0.72,0.0,0.68,1.1,2.41,0.4216341450330366
DF,Bundesliga,24.0,3,2,110,0,980000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Premier League,24.0,31,28,2363,12,3625393.0,0.42,2.7,0.27,2.97,31.0,0.794,3.16,3.99,2.36,4.49,5.17,1.14,0.49,1.03,0.84,0.61,0.4216341450330366
MF,Serie A,26.0,30,26,2412,2,570000.0,0.1,0.72,0.07,2.74,36.11,0.824,3.32,1.64,0.82,0.89,1.68,1.54,0.85,0.62,1.06,0.44,-0.1817345838594364
MF,Premier League,25.0,172,72,840,0,7855017.0,0.0,1.63,0.2,3.8,60.79,0.867,5.29,4.0,2.03,5.29,7.52,1.15,0.81,0.75,0.75,0.75,-0.1817345838594364
"FW,MF",Bundesliga,27.0,23,10,1021,1,330000.0,0.09,2.08,0.09,1.9,25.39,0.733,1.63,1.99,0.81,3.07,5.33,1.27,0.72,1.27,2.17,1.36,-0.1817345838594364
MF,Premier League,28.0,31,26,2141,3,3021160.0,0.12,0.65,0.12,3.58,49.68,0.729,5.05,0.77,0.69,0.81,2.69,2.2,0.85,1.71,1.02,0.24,-0.1817345838594364
DF,Premier League,34.0,13,11,997,1,1510580.0,0.08,0.74,0.0,1.06,46.8,0.752,3.68,0.33,0.25,2.21,0.33,1.39,1.15,0.74,3.44,2.13,-0.1817345838594364
"FW,MF",Bundesliga,23.0,6,0,112,0,240000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
FW,Ligue 1,27.0,29,11,1106,3,510000.0,0.23,2.73,0.15,2.73,29.7,0.668,1.67,1.37,0.68,3.42,7.52,1.52,0.61,0.91,0.99,2.13,-0.1817345838594364
"FW,MF",Bundesliga,19.0,30,6,1050,7,5000000.0,0.63,3.89,0.4,4.36,37.03,0.824,2.78,4.04,3.81,7.37,10.86,1.03,0.63,1.19,0.4,0.95,-0.1817345838594364
DF,Serie A,26.0,22,17,1479,1,1920000.0,0.05,0.52,0.05,2.37,68.65,0.874,4.84,1.76,0.47,2.13,5.27,2.8,1.04,1.66,1.47,2.04,-0.1817345838594364
FW,La Liga,21.0,14,3,369,0,350000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,La Liga,31.0,26,25,2258,2,550000.0,0.08,0.32,0.0,0.88,39.54,0.794,2.55,0.44,0.0,0.52,0.16,1.4,1.16,1.32,4.54,1.75,-0.1817345838594364
"MF,DF",Bundesliga,23.0,11,3,257,0,120000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Bundesliga,35.0,25,20,1581,3,7000000.0,0.13,0.92,0.03,1.28,71.25,0.88,5.07,0.88,0.33,1.31,0.07,3.37,2.0,1.77,4.94,2.16,-0.1817345838594364
"MF,DF",Premier League,32.0,29,9,1121,1,3021160.0,0.08,0.72,0.0,1.53,51.3,0.789,2.49,0.96,0.4,2.49,5.14,2.33,0.56,1.12,3.61,2.97,-0.1817345838594364
"FW,MF",Premier League,34.0,13,0,128,1,2719044.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Premier League,28.0,3,1,78,0,6042321.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Serie A,22.0,34,16,1618,3,1480000.0,0.17,1.89,0.11,2.84,19.86,0.583,1.34,2.5,2.0,3.84,6.67,1.78,0.33,0.95,1.0,1.61,-0.1817345838594364
DF,Serie A,34.0,32,26,2341,2,3210000.0,0.06,0.39,0.03,1.91,51.78,0.847,2.53,0.63,0.24,0.92,3.01,1.79,0.48,1.1,2.24,0.86,-0.1817345838594364
DF,Serie A,24.0,177,136,1695,20,1480000.0,0.1,0.6,0.03,0.7,64.53,0.906,2.95,0.7,0.07,0.97,0.13,1.64,0.8,0.87,3.92,2.45,-0.1817345838594364
DF,Serie A,24.0,1312,116,1472,0,930000.0,0.0,0.12,0.0,0.67,39.8,0.841,2.01,0.06,0.0,0.43,0.06,2.37,1.88,1.34,3.16,1.58,-0.1817345838594364
MF,Serie A,27.0,35,35,3042,6,1480000.0,0.08,0.63,0.08,2.04,60.76,0.886,5.38,1.96,0.41,0.92,1.52,1.22,0.82,0.98,1.22,0.92,2.523769708431454
FW,Serie A,30.0,36,30,2315,8,5930000.0,0.22,2.58,0.22,5.23,48.73,0.757,6.18,4.17,1.18,3.12,8.35,0.7,0.45,0.29,0.38,0.19,1.317032250646508
DF,Serie A,21.0,32,27,2331,0,930000.0,0.06,0.46,0.14,2.31,57.94,0.793,5.61,2.11,0.75,1.13,5.09,1.21,0.95,1.71,1.62,1.71,-0.1817345838594364
"MF,DF",Bundesliga,26.0,24,21,1802,1,700000.0,0.05,0.89,0.11,2.42,46.05,0.757,3.47,1.84,0.74,1.21,3.36,2.47,1.31,1.05,1.05,0.58,-0.1817345838594364
DF,Bundesliga,30.0,23,22,1913,0,7550000.0,0.0,0.35,0.06,1.17,61.43,0.834,5.72,1.04,0.06,0.85,0.76,1.26,0.6,1.52,4.04,2.5,-0.1817345838594364
DF,Ligue 1,28.0,29,29,2610,3,780000.0,0.1,0.66,0.1,1.72,43.86,0.743,3.28,1.55,0.66,1.28,2.86,1.9,1.55,2.07,3.62,0.93,-0.1817345838594364
DF,Bundesliga,24.0,22,16,1390,2,16000000.0,0.09,0.92,0.05,0.83,73.23,0.93,5.59,0.79,0.09,1.25,0.42,1.29,1.11,0.97,3.79,2.49,-0.1817345838594364
FW,Ligue 1,21.0,21,11,968,5,540000.0,0.45,3.97,0.0,3.52,20.04,0.698,1.62,2.62,1.53,6.05,7.85,0.63,0.18,0.27,0.45,1.44,-0.1817345838594364
DF,Serie A,30.0,27,27,2306,2,1300000.0,0.08,0.35,0.0,0.27,44.96,0.835,1.44,0.2,0.04,0.66,0.16,1.01,0.86,1.99,4.53,1.91,-0.1817345838594364
DF,Serie A,31.0,1,1,45,0,2780000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
"FW,MF",Serie A,33.0,14,2,321,0,930000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Serie A,22.0,14,11,889,0,590000.0,0.0,0.3,0.0,0.71,44.85,0.835,3.24,0.2,0.2,0.61,1.21,2.33,0.71,1.92,4.45,1.21,-0.1817345838594364
FW,Serie A,28.0,26,22,1796,5,5930000.0,0.18,1.87,0.04,3.48,40.19,0.785,2.42,3.81,2.16,3.33,10.72,1.24,0.95,1.35,0.62,0.55,-0.1817345838594364
MF,Bundesliga,25.0,25,20,1715,1,2830000.0,0.05,2.24,0.15,3.1,42.2,0.708,4.37,1.47,0.76,1.73,3.05,1.93,1.07,1.32,1.47,1.07,-0.1817345838594364
DF,Premier League,26.0,29,23,2142,2,4833857.0,0.08,1.28,0.08,1.71,50.0,0.798,3.45,2.44,0.5,2.09,3.95,2.36,0.78,1.43,2.4,0.58,-0.1817345838594364
MF,Serie A,25.0,312,270,2323,20,3210000.0,0.06,1.0,0.12,2.25,42.77,0.827,5.07,1.85,0.43,1.94,3.34,1.24,0.73,0.85,0.94,0.46,-0.1817345838594364
MF,Serie A,32.0,29,6,1011,6,3520000.0,0.36,2.29,0.05,1.77,53.84,0.85,5.41,0.94,0.52,2.55,2.45,2.39,0.94,1.4,1.98,2.13,-0.1817345838594364
"FW,MF",Bundesliga,28.0,24,20,1661,1,700000.0,0.06,1.67,0.06,1.45,27.79,0.655,2.28,0.5,0.17,1.84,3.9,1.67,0.61,1.34,1.28,0.61,-0.1817345838594364
MF,La Liga,28.0,7,3,339,0,2520000.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
DF,Premier League,24.0,19,12,1168,0,2114812.0,0.0,0.15,0.08,1.62,42.92,0.77,3.24,1.7,1.0,0.85,1.93,2.23,0.46,0.69,1.93,0.39,-0.1817345838594364
DF,Premier League,26.0,37,37,3330,2,3021160.0,0.05,0.37,0.0,1.06,61.47,0.858,3.15,0.61,0.26,0.77,0.13,1.25,1.01,1.59,4.69,2.31,-0.1817345838594364
"MF,DF",Premier League,27.0,9,3,435,0,604232.0,,,,,,0.0,,,,,,,,,,,-0.1817345838594364
MF,Ligue 1,24.0,33,33,2932,1,3360000.0,0.08,0.73,0.08,3.52,61.01,0.832,8.43,2.11,1.52,1.41,2.54,2.71,1.52,1.18,0.76,0.28,-0.1817345838594364
