position,league,age,goals,assists,annual_wage,non_penalty_goals,shots_total,shot_creating_actions,passes_attempted,pass_completion,progressive_passes,progressive_carries,successful_take_ons,touches_att_pen,progressive_passes_rec,tackles,interceptions,blocks,clearances,aerials_won,goals_against,save_%,save%_penalty_kicks,clean_sheet_%,touches,launch_%,goal_kicks,avg_length_goal_kicks,crosses_stopped_%,def_actions_outside_pen_area,avg_distance_def_actions,penalty_play,play_time
"FW,MF",Ligue 1,22.0,1,3,700000.0,0.07,1.55,3.03,25.56,0.739,2.62,2.35,1.75,2.62,7.26,1.01,0.2,0.54,0.87,0.07,,,,,,,,,,,,-0.3573753679181039,0.21703206876298073
DF,Premier League,27.0,0,4,755290.0,0.0,0.7,1.14,38.98,0.761,3.63,0.6,0.22,1.08,0.76,2.01,0.98,1.36,4.23,2.49,,,,,,,,,,,,-0.3573753679181039,0.34372389630082706
"FW,MF",Serie A,22.0,2,2,600000.0,0.23,1.08,2.92,33.62,0.803,3.15,1.15,0.77,2.85,3.85,1.69,0.85,1.85,0.46,0.92,,,,,,,,,,,,-0.3573753679181039,-0.48108106657292815
DF,La Liga,30.0,1,1,800000.0,0.13,0.5,1.38,51.28,0.85,4.4,1.38,1.01,0.63,1.89,3.9,2.01,1.51,2.89,1.51,,,,,,,,,,,,-0.3573753679181039,-1.3485833682322828
FW,Premier League,24.0,0,0,6042321.0,0.0,2.08,4.73,47.27,0.912,3.21,2.84,1.51,4.73,8.7,2.84,0.38,1.32,1.13,0.38,,,,,,,,,,,,-0.3573753679181039,-1.9669074658418375
GK,Premier League,30.0,0,0,325356.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.963115788995942
"FW,MF",Serie A,27.0,3,2,640000.0,0.18,1.78,4.45,39.44,0.624,4.23,1.07,0.27,1.38,4.01,1.2,1.07,0.71,1.11,0.58,,,,,,,,,,,,-0.3573753679181039,0.9324174626811135
MF,Serie A,32.0,1,1,1850000.0,0.04,0.46,1.91,64.3,0.903,5.54,1.27,0.28,1.13,1.69,2.54,1.24,1.27,1.87,0.67,,,,,,,,,,,,-0.3573753679181039,1.8995387577424983
DF,Ligue 1,26.0,0,0,3600000.0,0.0,0.35,1.72,49.98,0.759,2.93,1.47,0.2,1.06,4.85,1.77,1.26,0.56,2.27,0.45,,,,,,,,,,,,-0.3573753679181039,-0.6958752990939182
MF,Serie A,26.0,1,0,4620000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.486660175687088
"MF,DF",La Liga,28.0,0,0,400000.0,0.0,1.29,1.78,46.38,0.757,4.06,0.55,1.72,0.86,0.8,2.95,1.23,2.21,3.08,2.77,,,,,,,,,,,,-0.3573753679181039,-0.26190022432077664
"FW,MF",Premier League,24.0,0,0,2114812.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-1.9187361475288058
DF,Premier League,25.0,0,0,241693.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.566001365526514
DF,La Liga,24.0,3,0,250000.0,0.12,0.57,1.62,43.58,0.753,3.32,1.9,0.73,1.54,4.21,1.09,0.53,1.17,2.55,0.77,,,,,,,,,,,,-0.3573753679181039,1.4748226349317766
DF,Serie A,31.0,1,2,2780000.0,0.0,0.37,1.54,54.16,0.831,3.92,2.0,0.28,0.34,1.3,1.42,0.83,0.65,2.0,1.23,,,,,,,,,,,,-0.3573753679181039,2.5343706879339147
DF,Serie A,22.0,0,5,740000.0,0.0,0.59,1.78,69.15,0.892,3.76,1.11,0.44,0.83,0.83,1.78,1.94,1.46,2.93,2.37,,,,,,,,,,,,-0.3573753679181039,1.3963250088658852
DF,Serie A,26.0,0,4,1300000.0,0.0,0.62,1.08,43.34,0.758,2.78,0.46,0.23,1.24,3.01,0.54,0.62,0.77,2.7,0.7,,,,,,,,,,,,-0.3573753679181039,-0.861162914868943
"FW,MF",Serie A,27.0,10,2,3700000.0,0.44,3.08,4.35,36.94,0.669,3.52,2.59,1.61,4.06,8.89,1.12,0.39,1.12,0.98,0.78,,,,,,,,,,,,3.784745054983229,0.764657289745111
"FW,MF",Serie A,32.0,0,0,1850000.0,0.19,1.3,1.86,32.54,0.714,3.91,3.16,1.3,3.16,8.93,0.56,0.19,0.93,0.56,0.37,,,,,,,,,,,,-0.3573753679181039,-1.976464235372693
FW,Serie A,24.0,2,3,1110000.0,0.15,2.67,3.51,33.39,0.787,2.6,5.2,1.6,4.97,11.08,0.76,0.15,0.99,0.15,0.53,,,,,,,,,,,,-0.3573753679181039,-0.39374533065869605
FW,Premier League,27.0,11,4,5438089.0,0.65,3.96,2.25,24.01,0.677,2.25,1.71,0.71,7.63,6.56,0.95,0.47,1.89,1.36,1.83,,,,,,,,,,,,-0.3573753679181039,0.457594965373629
DF,Serie A,29.0,0,2,4070000.0,0.0,0.54,1.72,52.35,0.82,2.8,0.7,0.16,1.51,4.96,1.56,0.86,0.86,1.35,0.32,,,,,,,,,,,,-0.3573753679181039,-0.5035816191144715
DF,Premier League,26.0,0,1,2114812.0,0.0,0.46,2.48,39.35,0.803,3.87,3.1,1.24,1.08,2.17,1.39,1.08,1.7,1.86,0.93,,,,,,,,,,,,-0.3573753679181039,-2.216289711755829
DF,Serie A,30.0,0,1,3210000.0,0.0,0.47,0.82,25.73,0.729,1.51,1.51,0.35,2.1,4.89,0.82,0.7,0.35,1.28,1.16,,,,,,,,,,,,-0.3573753679181039,-1.261891276841319
"MF,DF",Bundesliga,26.0,1,0,1800000.0,0.04,1.15,2.55,48.36,0.759,3.82,1.74,0.76,2.46,5.91,1.7,0.89,1.23,2.12,0.93,,,,,,,,,,,,-0.3573753679181039,1.2858930852732382
"MF,DF",Bundesliga,25.0,7,2,840000.0,0.23,1.53,3.01,29.95,0.714,3.01,2.29,1.88,2.72,5.53,2.11,0.41,1.27,1.1,0.84,,,,,,,,,,,,-0.3573753679181039,1.4869498599417794
"MF,DF",Bundesliga,29.0,4,2,1600000.0,0.15,1.19,2.23,77.02,0.901,5.04,1.08,0.27,0.81,0.5,1.42,1.04,0.96,0.81,0.96,,,,,,,,,,,,-0.3573753679181039,0.5856802255040341
DF,Bundesliga,25.0,0,0,250000.0,0.0,0.51,2.06,36.34,0.712,3.6,1.54,0.86,1.37,3.09,1.03,1.2,2.23,2.57,0.51,,,,,,,,,,,,-0.3573753679181039,-1.6694330393879866
"DF,FW",Bundesliga,28.0,3,4,1800000.0,0.21,2.21,3.1,52.0,0.736,5.17,1.93,0.62,3.03,6.41,1.93,0.69,1.24,1.66,0.9,,,,,,,,,,,,-0.3573753679181039,-0.07309557875325792
GK,Premier League,26.0,0,0,3625393.0,,,,,0.0,,,,,,,,,,,1.57,7.05,3.33,2.0,40.76,2.13,5.72,33.7,0.94,1.7,15.8,-0.3573753679181039,-0.34985259898542753
"MF,DF",Serie A,30.0,1,2,2780000.0,0.04,1.41,2.02,55.17,0.905,4.46,1.41,0.3,1.64,1.11,2.25,1.3,1.3,1.56,1.6,,,,,,,,,,,,-0.3573753679181039,1.7499424165486506
"DF,FW",Bundesliga,23.0,0,0,190000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.6910101881312176
MF,La Liga,22.0,1,1,420000.0,0.05,1.3,4.72,34.37,0.709,3.16,3.94,2.59,2.28,5.7,2.28,0.83,1.56,0.36,0.62,,,,,,,,,,,,-0.3573753679181039,0.8733000648585935
"FW,MF",Serie A,33.0,4,3,1030000.0,0.13,1.1,2.5,29.77,0.791,3.26,1.82,0.89,1.86,4.1,0.85,0.38,0.89,0.93,0.17,,,,,,,,,,,,1.3199990103336146,0.8552071256617588
FW,Serie A,23.0,5,0,560000.0,0.31,3.2,2.13,16.13,0.58,1.19,1.51,0.88,4.46,4.02,0.75,0.25,1.19,1.07,3.64,,,,,,,,,,,,1.3199990103336146,0.5096363960541229
"MF,DF",Bundesliga,29.0,6,3,2830000.0,0.22,1.23,2.28,45.0,0.732,3.45,0.98,0.19,2.28,4.4,2.15,1.33,1.83,2.72,2.15,,,,,,,,,,,,-0.3573753679181039,1.5649017398025722
"FW,MF",Bundesliga,25.0,10,2,600000.0,0.67,2.87,3.0,35.05,0.741,3.07,3.34,1.74,4.34,6.88,1.0,0.93,1.07,1.4,1.07,,,,,,,,,,,,-0.3573753679181039,0.20415917829761335
DF,Bundesliga,31.0,1,0,1500000.0,0.04,0.33,0.7,54.44,0.813,3.58,0.33,0.12,0.82,0.16,1.65,0.82,1.19,3.29,1.98,,,,,,,,,,,,0.42999629847979226,0.619447558282425
DF,Bundesliga,27.0,2,0,2460000.0,0.06,0.86,0.54,68.96,0.876,4.04,0.48,0.06,1.27,0.19,1.4,1.02,1.05,4.3,2.74,,,,,,,,,,,,-0.3573753679181039,2.1294616376399462
DF,La Liga,27.0,2,0,2800000.0,0.06,0.42,0.56,61.61,0.887,3.72,0.75,0.03,0.73,0.03,1.15,1.17,0.84,3.3,3.91,,,,,,,,,,,,-0.3573753679181039,1.6836031438795382
GK,Premier League,34.0,0,0,3021160.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.2678521661626188
GK,Bundesliga,29.0,0,0,1500000.0,,,,,0.0,,,,,,,,,,,1.62,6.48,0.0,2.41,37.34,4.67,5.76,45.5,1.06,1.48,15.9,-0.3573753679181039,1.995712603505071
MF,Bundesliga,21.0,6,3,720000.0,0.26,1.41,2.68,42.89,0.743,4.62,1.76,0.88,2.02,2.55,2.46,1.94,2.64,1.28,0.57,,,,,,,,,,,,-0.3573753679181039,1.5284889363857874
MF,Premier League,26.0,1,1,4531741.0,0.1,1.65,2.71,71.81,0.836,6.58,1.55,1.06,2.81,3.0,2.03,1.35,1.45,1.45,1.16,,,,,,,,,,,,-0.3573753679181039,-0.4016689841881823
MF,La Liga,29.0,3,5,6670000.0,0.13,1.14,3.48,67.26,0.828,8.03,2.76,1.14,1.43,2.47,1.43,0.62,1.4,0.72,0.2,,,,,,,,,,,,-0.3573753679181039,1.389661638610086
FW,Premier League,23.0,9,1,453174.0,0.51,4.13,2.2,12.55,0.613,1.07,0.45,0.28,6.67,4.3,0.4,0.34,0.51,1.13,4.18,,,,,,,,,,,,-0.3573753679181039,0.41293968724537494
"MF,DF",La Liga,24.0,3,5,620000.0,0.14,2.34,3.83,40.7,0.755,2.8,5.65,1.92,5.33,9.72,1.82,0.47,1.03,1.07,0.33,,,,,,,,,,,,-0.3573753679181039,0.6818000597209078
FW,La Liga,33.0,2,3,1080000.0,0.14,2.34,2.13,21.08,0.633,0.99,0.5,0.07,3.62,4.12,0.85,0.57,1.14,0.21,1.06,,,,,,,,,,,,-0.3573753679181039,-0.07035220979669428
DF,Bundesliga,26.0,1,0,1700000.0,0.08,0.38,1.84,53.83,0.832,5.76,2.99,0.54,1.23,3.84,1.23,0.69,1.46,2.3,0.54,,,,,,,,,,,,-0.3573753679181039,-1.1793359869994775
"FW,MF",Bundesliga,26.0,3,2,720000.0,0.25,3.0,3.56,29.61,0.71,2.36,2.33,0.88,3.77,6.8,0.85,0.32,0.81,1.06,1.52,,,,,,,,,,,,0.42999629847979226,0.8436215242429282
MF,Serie A,26.0,3,3,2960000.0,0.16,1.82,2.14,43.5,0.803,5.73,0.37,0.37,1.44,1.77,1.44,0.54,0.86,0.8,1.71,,,,,,,,,,,,-0.3573753679181039,0.5428309768545657
FW,Ligue 1,28.0,8,8,1090000.0,0.17,1.31,5.65,51.56,0.673,5.39,3.5,2.63,2.42,10.13,1.65,0.37,1.14,0.27,0.84,,,,,,,,,,,,4.674747766837051,2.0305132945340336
"FW,MF",Ligue 1,25.0,5,1,1200000.0,0.41,1.79,2.82,38.39,0.82,6.46,4.82,2.72,2.97,5.07,0.72,0.36,0.41,0.15,0.15,,,,,,,,,,,,-0.3573753679181039,0.020330775438825287
"DF,FW",Ligue 1,26.0,0,1,1820000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-1.626504652965346
FW,La Liga,28.0,3,0,2600000.0,0.33,1.74,1.09,20.76,0.67,2.07,1.2,0.54,3.37,4.57,0.54,0.11,0.43,0.76,2.39,,,,,,,,,,,,-0.3573753679181039,-0.44919665797794556
"FW,MF",Bundesliga,24.0,4,6,360000.0,0.14,1.16,3.91,41.82,0.773,4.83,2.55,1.43,2.24,5.81,1.12,0.31,1.26,0.61,0.78,,,,,,,,,,,,-0.3573753679181039,2.097452324953944
FW,Serie A,31.0,13,3,8970000.0,0.48,2.26,2.58,21.1,0.706,1.32,1.35,0.48,4.81,7.64,0.21,0.05,0.27,0.71,1.62,,,,,,,,,,,,0.42999629847979226,2.0680445961338645
MF,La Liga,27.0,0,0,730000.0,0.0,0.59,1.67,45.88,0.878,3.68,1.67,1.17,0.33,0.59,1.51,1.34,1.09,1.42,2.01,,,,,,,,,,,,-0.3573753679181039,-1.1227222747247108
DF,La Liga,25.0,1,2,7000000.0,0.03,0.99,1.06,69.54,0.881,4.35,0.86,0.34,1.51,0.41,1.34,0.69,1.17,2.95,2.47,,,,,,,,,,,,-0.3573753679181039,0.7802296623945713
DF,Ligue 1,25.0,0,0,1000000.0,0.14,1.09,0.82,43.09,0.775,2.59,1.91,0.68,1.36,2.32,2.86,1.36,2.18,3.95,1.23,,,,,,,,,,,,-0.3573753679181039,-1.6492801399164012
MF,Premier League,30.0,5,4,1812696.0,0.2,2.32,3.84,50.76,0.823,5.7,1.72,2.25,1.42,1.39,1.66,0.89,0.83,1.69,1.39,,,,,,,,,,,,-0.3573753679181039,2.0532407720986923
DF,Serie A,24.0,0,0,490000.0,0.0,0.39,0.62,41.97,0.858,1.8,0.39,0.11,0.96,0.34,1.52,1.29,1.07,3.76,1.74,,,,,,,,,,,,-0.3573753679181039,0.2551049939539843
DF,Ligue 1,31.0,1,3,1500000.0,0.04,0.56,1.98,59.78,0.816,5.08,1.82,0.28,1.61,7.22,2.38,1.13,1.73,2.06,1.09,,,,,,,,,,,,-0.3573753679181039,0.7860933556493069
MF,Serie A,28.0,6,1,5130000.0,0.31,1.82,2.71,31.77,0.847,3.64,3.36,1.57,2.99,4.56,1.08,0.37,0.86,0.43,1.73,,,,,,,,,,,,-0.3573753679181039,1.3172276250491963
MF,La Liga,33.0,3,1,750000.0,0.03,1.31,2.12,45.73,0.798,4.49,0.89,0.34,0.83,1.0,2.8,1.0,1.66,1.57,1.4,,,,,,,,,,,,2.997373388585333,2.763579030762774
GK,Ligue 1,28.0,0,0,2500000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.7785188375228658
DF,La Liga,28.0,2,1,570000.0,0.11,0.74,1.54,40.71,0.691,4.03,0.8,0.16,0.64,2.07,1.8,1.17,1.01,3.02,1.17,,,,,,,,,,,,-0.3573753679181039,0.7018779440332468
"FW,MF",La Liga,30.0,3,2,1150000.0,0.16,1.58,3.59,43.87,0.673,3.22,0.74,0.95,2.27,6.7,1.85,0.79,1.32,1.27,1.74,,,,,,,,,,,,-0.3573753679181039,0.6580831106781482
"DF,FW",La Liga,32.0,0,1,830000.0,0.0,0.64,2.11,43.41,0.668,3.26,2.39,1.59,1.51,5.45,2.07,1.15,1.83,1.91,0.72,,,,,,,,,,,,-0.3573753679181039,1.1628819661697336
"FW,MF",La Liga,31.0,0,1,800000.0,0.05,1.17,2.33,28.15,0.727,2.0,1.58,0.98,2.14,4.15,2.8,1.03,1.4,0.89,1.4,,,,,,,,,,,,-0.3573753679181039,0.7093038607440314
GK,Serie A,36.0,0,0,3850000.0,,,,,0.0,,,,,,,,,,,1.15,6.74,0.0,2.69,28.37,3.53,6.46,39.1,0.49,0.31,11.5,-0.3573753679181039,0.8251827580912612
GK,La Liga,30.0,0,0,900000.0,,,,,0.0,,,,,,,,,,,1.25,7.48,1.25,3.45,36.88,3.58,7.02,41.9,0.79,1.29,15.0,-0.3573753679181039,1.6323115012683345
MF,Serie A,31.0,3,1,1280000.0,0.16,2.37,2.26,41.67,0.779,4.68,1.4,0.59,0.38,2.42,1.72,0.22,1.29,0.86,1.34,,,,,,,,,,,,-0.3573753679181039,0.3425116224135367
MF,Premier League,29.0,0,5,3021160.0,0.0,1.28,3.54,40.23,0.764,5.16,1.86,1.62,2.11,2.47,2.57,1.56,1.62,1.62,0.73,,,,,,,,,,,,-0.3573753679181039,2.7857067505766353
MF,Premier League,22.0,1,0,9063481.0,0.17,1.8,3.84,41.1,0.819,6.57,2.79,1.74,3.2,5.52,2.09,1.1,1.74,0.99,0.7,,,,,,,,,,,,-0.3573753679181039,-0.1540927677529763
"MF,DF",Premier League,24.0,0,0,2127319.0,0.0,0.42,2.42,60.5,0.771,3.67,2.58,0.83,0.67,3.17,0.92,1.08,1.0,2.83,1.0,,,,,,,,,,,,-0.3573753679181039,-1.8197169118775731
MF,Premier League,26.0,1,1,1510580.0,0.04,1.32,1.28,36.38,0.787,3.15,0.81,0.17,1.87,1.62,2.98,0.89,1.91,2.09,1.74,,,,,,,,,,,,-0.3573753679181039,1.3285465372863667
"FW,MF",Ligue 1,34.0,2,2,1440000.0,0.11,1.84,4.88,56.06,0.797,6.51,4.77,1.25,4.77,10.03,3.09,0.27,1.84,0.27,0.38,,,,,,,,,,,,-0.3573753679181039,0.3423428315500465
GK,Ligue 1,27.0,0,0,120000.0,,,,,0.0,,,,,,,,,,,1.83,7.3,0.0,1.67,39.5,5.11,11.83,49.8,0.69,0.0,7.8,-0.3573753679181039,-2.0175325807708493
GK,Ligue 1,36.0,0,0,420000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.519188228805339
"DF,FW",Serie A,25.0,0,0,1480000.0,0.0,0.37,2.75,54.81,0.783,2.75,3.3,1.83,1.65,5.32,2.2,0.37,0.73,2.93,0.92,,,,,,,,,,,,-0.3573753679181039,-2.29223564288757
MF,Serie A,27.0,0,3,1280000.0,0.0,1.73,3.3,45.45,0.747,3.41,1.0,0.79,0.68,1.26,1.89,0.31,0.84,1.52,0.58,,,,,,,,,,,,-0.3573753679181039,0.719429259638909
DF,Serie A,22.0,0,0,640000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.021590244546799
DF,Bundesliga,23.0,0,0,3000000.0,0.14,0.83,3.05,61.16,0.807,6.38,2.63,1.25,1.8,6.38,3.05,0.97,1.53,3.05,1.8,,,,,,,,,,,,-0.3573753679181039,-2.7862425718020862
DF,Ligue 1,21.0,0,1,650000.0,0.0,0.38,0.63,44.19,0.853,3.0,0.13,0.5,0.75,0.0,2.5,1.5,0.88,4.51,1.75,,,,,,,,,,,,-0.3573753679181039,-1.5734321071028299
MF,Bundesliga,26.0,0,0,3780000.0,0.0,0.44,1.8,57.19,0.856,3.83,1.04,0.33,0.33,1.42,1.64,1.31,1.97,1.31,1.26,,,,,,,,,,,,-0.3573753679181039,-0.28645661452314447
MF,Ligue 1,24.0,0,0,840000.0,0.0,0.26,1.6,49.83,0.891,4.21,0.71,0.37,0.52,1.01,1.34,0.82,0.75,1.12,0.3,,,,,,,,,,,,-0.3573753679181039,0.3663264697744663
MF,La Liga,33.0,0,0,300000.0,0.25,1.11,2.34,35.53,0.633,2.46,3.93,0.86,3.44,9.71,0.74,0.12,0.74,1.97,0.61,,,,,,,,,,,,-0.3573753679181039,-2.9476683204375016
DF,Serie A,25.0,1,1,900000.0,0.04,0.41,0.66,71.38,0.893,2.73,0.52,0.15,0.48,0.18,1.0,0.55,1.22,3.54,1.62,,,,,,,,,,,,-0.3573753679181039,1.61042758747721
GK,Premier League,31.0,0,0,2416928.0,,,,,0.0,,,,,,,,,,,1.37,6.4,0.0,2.86,31.75,5.32,7.15,51.2,0.69,0.55,10.9,-0.3573753679181039,0.3209525319636976
DF,Premier League,30.0,1,0,906348.0,0.13,1.14,2.52,55.16,0.723,4.29,2.78,0.38,1.26,3.91,3.28,0.63,1.26,1.39,0.5,,,,,,,,,,,,-0.3573753679181039,-1.1183146613800024
"FW,MF",Serie A,29.0,0,0,1000000.0,0.0,0.96,4.81,47.81,0.755,4.33,4.65,1.44,2.25,7.22,1.93,0.16,2.57,0.48,0.32,,,,,,,,,,,,-0.3573753679181039,-1.4134185516049715
MF,La Liga,23.0,1,1,700000.0,0.04,0.89,1.91,42.56,0.771,3.79,0.64,0.5,1.2,1.24,3.37,1.45,1.06,2.37,2.55,,,,,,,,,,,,-0.3573753679181039,1.7442516367713314
FW,Serie A,24.0,1,3,5130000.0,0.18,2.45,4.36,37.35,0.773,4.48,4.78,2.45,5.44,11.71,1.31,0.48,0.3,0.42,0.6,,,,,,,,,,,,-0.3573753679181039,-0.39292877265801135
DF,Ligue 1,30.0,3,0,2270000.0,0.11,0.91,1.06,49.19,0.883,2.91,0.45,0.11,1.93,0.49,1.77,1.4,1.4,4.3,2.42,,,,,,,,,,,,-0.3573753679181039,0.33105092508572564
"FW,MF",Ligue 1,27.0,1,1,510000.0,0.15,2.01,4.33,43.45,0.722,5.1,3.09,0.93,3.56,10.36,2.32,0.46,0.62,0.46,0.15,,,,,,,,,,,,0.42999629847979226,-1.1457164414710297
"DF,FW",Serie A,20.0,1,2,640000.0,0.12,1.16,3.47,49.97,0.748,3.59,3.35,0.46,2.66,8.79,2.66,0.58,1.62,2.2,1.04,,,,,,,,,,,,-0.3573753679181039,-1.2936965476631292
MF,Ligue 1,27.0,1,0,210000.0,0.07,1.19,2.52,38.91,0.831,4.83,1.89,0.56,1.89,2.38,2.87,0.7,1.12,0.91,0.56,,,,,,,,,,,,-0.3573753679181039,-0.27883077856209404
DF,Ligue 1,30.0,0,0,3200000.0,0.0,0.0,0.0,48.77,0.911,2.58,0.0,0.0,0.0,0.0,1.19,1.19,0.4,2.38,0.79,,,,,,,,,,,,-0.3573753679181039,-2.4625745165305726
DF,Serie A,24.0,0,2,830000.0,0.0,1.09,2.1,50.81,0.811,3.24,2.96,0.55,1.91,5.88,1.41,0.82,1.5,1.96,0.36,,,,,,,,,,,,-0.3573753679181039,1.2457163130350133
"FW,MF",Serie A,23.0,0,0,830000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-1.3422677044766924
GK,Serie A,26.0,0,0,330000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.853625327494999
MF,Serie A,22.0,1,2,1850000.0,0.07,1.21,2.34,48.27,0.853,4.46,1.72,0.37,1.13,2.74,1.28,0.91,0.84,1.1,0.62,,,,,,,,,,,,-0.3573753679181039,1.6342154290652902
"FW,MF",Serie A,20.0,1,0,170000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.086127610351052
MF,Premier League,26.0,1,2,2416928.0,0.03,0.77,1.91,44.24,0.873,4.79,1.88,0.62,1.24,0.86,2.35,0.71,1.48,1.85,1.95,,,,,,,,,,,,-0.3573753679181039,2.794646881357072
MF,Serie A,26.0,1,3,900000.0,0.04,1.95,3.39,32.82,0.761,3.51,2.31,0.68,1.67,3.63,1.04,1.0,0.92,1.08,0.32,,,,,,,,,,,,-0.3573753679181039,0.9944072561651425
FW,La Liga,28.0,1,3,1490000.0,0.06,2.63,3.94,34.97,0.757,2.69,3.03,0.91,3.94,10.4,0.69,0.23,0.69,0.57,0.34,,,,,,,,,,,,0.42999629847979226,0.6087494074095993
MF,Ligue 1,30.0,0,0,840000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.7446055970399086
MF,La Liga,27.0,2,0,1250000.0,0.13,1.06,2.46,48.33,0.863,5.22,1.66,1.15,2.12,2.38,2.21,1.23,2.04,1.44,1.61,,,,,,,,,,,,-0.3573753679181039,0.4477673840471872
DF,Premier League,25.0,0,0,1812696.0,0.0,0.0,0.51,56.63,0.892,2.14,0.61,0.1,0.31,0.2,1.73,0.71,2.35,3.27,1.63,,,,,,,,,,,,-0.3573753679181039,-1.3426926692046974
"FW,MF",Serie A,23.0,0,2,560000.0,0.0,1.43,2.38,23.3,0.648,1.78,4.4,2.85,4.04,7.49,1.66,0.24,1.66,0.48,1.66,,,,,,,,,,,,-0.3573753679181039,-2.3637510775156794
"FW,MF",Serie A,29.0,3,0,2180000.0,0.29,2.67,2.67,20.9,0.653,1.91,0.48,0.57,3.72,4.29,1.05,0.57,0.48,0.76,1.91,,,,,,,,,,,,-0.3573753679181039,-1.282040053698978
"FW,MF",Bundesliga,30.0,1,2,600000.0,0.11,3.48,3.48,21.24,0.698,2.02,1.69,0.79,5.84,4.72,1.57,0.56,1.8,0.79,1.57,,,,,,,,,,,,-0.3573753679181039,-0.9691181586866866
FW,Bundesliga,26.0,2,1,2120000.0,0.37,1.1,2.38,25.48,0.712,2.38,0.37,0.37,2.2,3.3,1.47,0.55,0.92,2.2,3.12,,,,,,,,,,,,-0.3573753679181039,-1.4975360649028617
"FW,MF",Ligue 1,28.0,3,4,3323277.0,0.16,2.88,4.05,39.62,0.712,3.62,5.22,1.97,4.9,11.93,1.17,0.32,0.85,0.53,0.11,,,,,,,,,,,,0.42999629847979226,0.06471524177149306
DF,La Liga,25.0,1,0,170000.0,0.04,0.84,0.27,56.49,0.885,2.93,0.31,0.13,0.44,0.04,1.24,0.84,1.02,4.49,2.31,,,,,,,,,,,,-0.3573753679181039,1.3512698922370996
MF,Premier League,27.0,1,0,3806662.0,0.08,1.06,2.05,39.05,0.866,3.41,1.06,0.45,1.74,2.05,2.5,1.29,1.44,1.44,0.91,,,,,,,,,,,,-0.3573753679181039,-0.27120906521496957
DF,Premier League,27.0,0,0,1215611.0,0.0,0.45,0.3,39.87,0.78,1.51,0.15,0.0,0.91,0.0,0.91,1.06,1.81,4.98,3.17,,,,,,,,,,,,-0.3573753679181039,-2.206635043906804
"FW,MF",Premier League,27.0,7,1,3625393.0,0.32,2.1,1.29,31.52,0.818,3.23,1.37,0.44,2.42,2.26,1.98,0.65,1.62,2.38,1.82,,,,,,,,,,,,-0.3573753679181039,0.9421032589169146
DF,Serie A,30.0,1,0,2560000.0,0.03,0.47,0.89,52.81,0.843,4.51,1.13,0.3,1.07,1.37,1.81,1.07,0.74,2.11,1.84,,,,,,,,,,,,-0.3573753679181039,1.3890449998596672
MF,Premier League,26.0,6,2,3021160.0,0.2,1.34,1.71,40.66,0.802,4.64,0.73,0.32,2.93,3.98,1.74,0.49,1.45,0.7,0.52,,,,,,,,,,,,-0.3573753679181039,2.301731444852753
DF,Bundesliga,25.0,0,0,2820000.0,0.0,0.65,0.41,56.04,0.892,3.37,0.24,0.24,0.95,0.12,1.6,1.18,1.42,4.97,1.54,,,,,,,,,,,,-0.3573753679181039,-0.13052584902870934
FW,Bundesliga,33.0,0,1,1140000.0,0.16,2.13,2.13,22.42,0.555,2.45,1.15,0.33,4.91,4.58,0.16,0.16,0.82,0.65,4.58,,,,,,,,,,,,-0.3573753679181039,-2.020848701705361
MF,Bundesliga,33.0,0,0,2500000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-0.3573753679181039,-2.486216450414086
DF,Serie A,24.0,0,0,380000.0,0.0,0.17,0.61,47.0,0.84,1.96,0.52,0.35,0.26,0.13,1.74,0.65,2.09,5.31,1.61,,,,,,,,,,,,-0.3573753679181039,0.9520246159476002
DF,Serie A,27.0,1,1,1850000.0,0.05,0.51,0.72,48.48,0.825,2.42,0.28,0.18,0.8,0.33,0.95,0.9,1.24,4.32,2.06,,,,,,,,,,,,-0.3573753679181039,3.157231425593124
"FW,MF",La Liga,27.0,0,1,460000.0,0.0,1.66,2.11,24.23,0.733,3.16,1.05,2.71,2.41,5.27,2.56,1.66,1.96,0.9,1.66,,,,,,,,,,,,-0.3573753679181039,-1.1500531622704182
